club_id,club_name,role,name,username,email,plaintext_password,password_hash
CLB035,Digital Forensics Club,PRESIDENT,Simran Das,simran.dasCLB035,simran.dasCLB035@college.edu,eG$mChit24,$2b$12$hbtV68WEGMSnK0ueCaapQ.I0mKjn8GFBoyP9uNldTE5yE4TxOcT7q
CLB035,Digital Forensics Club,VICE_PRESIDENT,Krishna Desai,krishna.desaiCLB035,krishna.desaiCLB035@college.edu,STT27rR#k4,$2b$12$8K3CJ8.vgwBWbBEubyARleHY0XOy/rcGOAbevqRwyxjdZ.Eopf85u
CLB035,Digital Forensics Club,FACULTY_COORDINATOR,Dr. Vikram Pandey,vikram.pandeyCLB035.fac,vikram.pandeyCLB035.fac@college.edu,9LNiJZ#D4r,$2b$12$q6rGv5KG1dWt7RdJ8CChleShQwMAKe8ipMgNXlLT/URiyW6N2FM8m
CLB036,Cloud Security Club,PRESIDENT,Ishaan Agarwal,ishaan.agarwalCLB036,ishaan.agarwalCLB036@college.edu,lG%9XBi8eL,$2b$12$SP6FbzGmhzyCqpOO.FS/EOJ/HiZnvkjyFeChV3h7NUan4XTys5rP2
CLB036,Cloud Security Club,VICE_PRESIDENT,Amit Patel,amit.patelCLB036,amit.patelCLB036@college.edu,r!LO9mJqq4,$2b$12$QD/CzmOv3B.wDwsgrBGMCOrlr5CESrQ3DjPN12WMRLcKKMt.iEgia
CLB036,Cloud Security Club,FACULTY_COORDINATOR,Prof. Yash Bhatt,yash.bhattCLB036.fac,yash.bhattCLB036.fac@college.edu,XbK0c8qSP!,$2b$12$pz.lQ8m25CEQj92L1QeqAenj0BERxWfqRQ/8.NqcPpOq/m/noh38e
CLB037,Data Structures & Algorithms Club,PRESIDENT,Priya Mukherjee,priya.mukherjeeCLB037,priya.mukherjeeCLB037@college.edu,DWAb$MnvE2,$2b$12$D5SaGObJcJh1rm.qK5l30O2l9cFG.BgycRNw9yTyd2OD/wuftwBqG
CLB037,Data Structures & Algorithms Club,VICE_PRESIDENT,Swati Kaur,swati.kaurCLB037,swati.kaurCLB037@college.edu,C!Kd7jhgpr,$2b$12$mEKYvmUNLTcvGqOLPmNynuMK78bOtx0auvqgxC9iV5jpj3JLXXUTe
CLB037,Data Structures & Algorithms Club,FACULTY_COORDINATOR,Dr. Yash Patel,yash.patelCLB037.fac,yash.patelCLB037.fac@college.edu,t$P748qbfF,$2b$12$vJuj6u0estVJXQ3nQViI4OqiKqqIH6XImC7Wjs2Jgd0KpM0Z9RZ/m
CLB038,Product Management Tech Club,PRESIDENT,Riya Thakur,riya.thakurCLB038,riya.thakurCLB038@college.edu,zxnxcU2#DW,$2b$12$2qvsCcGrBwyqBeuDrdYzHeJ8xVqTLbNm5mD/3tjhZA5uUTLHSj1BK
CLB038,Product Management Tech Club,VICE_PRESIDENT,Shreya Singh,shreya.singhCLB038,shreya.singhCLB038@college.edu,RY4%irhgzN,$2b$12$WzqBtoxbYnianjoCBvNFPO1wpTo2yTnvwcMadIGbHv0l4dqPjKyTy
CLB038,Product Management Tech Club,FACULTY_COORDINATOR,Dr. Sneha Sharma,sneha.sharmaCLB038.fac,sneha.sharmaCLB038.fac@college.edu,BHD#bMZE2j,$2b$12$3v8juUKD7t6CbvsOudyZ8e5BcW0XwMaEoM4heUSR.ZDW9aNgmv7kG
CLB039,Space Tech Club,PRESIDENT,Aditi Bansal,aditi.bansalCLB039,aditi.bansalCLB039@college.edu,#t0phLRvAJ,$2b$12$hfmD3W36aMB/HSG2UyG7F.AkwQYYKadZOyKt0bft.2ETop/A5EO3y
CLB039,Space Tech Club,VICE_PRESIDENT,Pooja Yadav,pooja.yadavCLB039,pooja.yadavCLB039@college.edu,y1NpXUOS%2,$2b$12$HcEYwlbVxWv9enZPM6QXAuEtCvJ.DJy1RSIRjOBz8DTqa5/vGEG6K
CLB039,Space Tech Club,FACULTY_COORDINATOR,Prof. Vikram Jain,vikram.jainCLB039.fac,vikram.jainCLB039.fac@college.edu,Xn$NAnS2KG,$2b$12$Rh.uC.zC8r0SLUB.EW2fhuuHBzE6.jW/2UQEGo8q8hPSbYMNV83B2
CLB040,Autonomous Vehicles Club,PRESIDENT,Kavya Ghosh,kavya.ghoshCLB040,kavya.ghoshCLB040@college.edu,KEr9rm5#Np,$2b$12$I8DkctUyj0cVZyBwotfDHepjK4BUIfFP/bLcmGzeMiz/S0bfqbsDa
CLB040,Autonomous Vehicles Club,VICE_PRESIDENT,Aryan Malhotra,aryan.malhotraCLB040,aryan.malhotraCLB040@college.edu,#hry5LI4KR,$2b$12$Gh/.oW80dOrVcOh8FHrVium7m4wBFE.ABYZeK7SoWnXdOoHI3yhkS
CLB040,Autonomous Vehicles Club,FACULTY_COORDINATOR,Prof. Simran Chandra,simran.chandraCLB040.fac,simran.chandraCLB040.fac@college.edu,@7UrI0Ji7m,$2b$12$RUmDccCeJVVVx.Svly4L3eXVGhsbr3ZJ91R4IL0zHqNi4bddGIFLu
CLB041,Wearable Tech Club,PRESIDENT,Suresh Bhatt,suresh.bhattCLB041,suresh.bhattCLB041@college.edu,K9RJwX!ai7,$2b$12$63yUM40D4Ze8dMLck1VKY.xFkFIlNVGk9BGFoDOrFMWSK5wX1gLWC
CLB041,Wearable Tech Club,VICE_PRESIDENT,Kiara Chatterjee,kiara.chatterjeeCLB041,kiara.chatterjeeCLB041@college.edu,2oI%7bUV1U,$2b$12$lQAqPtgWBGb2Bk0MOo5SuuiqjGMiwOINKjQRFethoT6n9EnALFtnG
CLB041,Wearable Tech Club,FACULTY_COORDINATOR,Dr. Reyansh Khan,reyansh.khanCLB041.fac,reyansh.khanCLB041.fac@college.edu,MKX0!vj7gt,$2b$12$HM0arSsi8.X8CgvijQRkzeqZAKmiexyBBxXPzx45MhwB8P9Vy9nDS
CLB042,Simulation & Modelling Club,PRESIDENT,Kabir Kapoor,kabir.kapoorCLB042,kabir.kapoorCLB042@college.edu,5mKxl#ARNW,$2b$12$r7Hf6KaWFwfaxedhRIP/mukiKC6IxTq7r2HYmG2iVDzimTJ4CRqpa
CLB042,Simulation & Modelling Club,VICE_PRESIDENT,Arun Saxena,arun.saxenaCLB042,arun.saxenaCLB042@college.edu,#rWhC90Kyp,$2b$12$HULyTMjeE87lbgElyFPVtO6gyiwyZF/eYEF/5T76rVFOXK39xKz2e
CLB042,Simulation & Modelling Club,FACULTY_COORDINATOR,Dr. Vikram Malhotra,vikram.malhotraCLB042.fac,vikram.malhotraCLB042.fac@college.edu,7$OG452TjR,$2b$12$xYzXX4PYlFwpVqTaTgypleZJUhE0lpauzVa8zButjGwBhZBq8Izza
CLB043,Tech Entrepreneurship Club,PRESIDENT,Rohan Saxena,rohan.saxenaCLB043,rohan.saxenaCLB043@college.edu,3@RP8pWWMy,$2b$12$C83n5EyPRkJSoxMFEMQbpuZJYKSfl16N2VQks9QwDE7h8WUqZurza
CLB043,Tech Entrepreneurship Club,VICE_PRESIDENT,Sandeep Nayak,sandeep.nayakCLB043,sandeep.nayakCLB043@college.edu,8jB@K2Irku,$2b$12$I987ysFeoqTWrOp6QTbo0OYHsWwR2D5T9qfAs.dGreq7t5cq.0/ZK
CLB043,Tech Entrepreneurship Club,FACULTY_COORDINATOR,Dr. Nikhil Das,nikhil.dasCLB043.fac,nikhil.dasCLB043.fac@college.edu,DdAbJ7@ZGK,$2b$12$jhn.31YMHXumfaGMkZYBE.OFQ715PkyQSaXSoT/zVVcxasSbffRUC
CLB044,Linux Users Group,PRESIDENT,Aditya Mishra,aditya.mishraCLB044,aditya.mishraCLB044@college.edu,bl4PPX$UXi,$2b$12$cadDB6emVe2eLz6xDqpFCOXAMi/90k6CNaBuFQGLfj0PsovTK90te
CLB044,Linux Users Group,VICE_PRESIDENT,Dhruv Patel,dhruv.patelCLB044,dhruv.patelCLB044@college.edu,Ul1Hiz@IoU,$2b$12$MW./kJp4naGnhEsjuzR7aeU0hsh/SW1CaAT9T5yG3zLQ2Z4Rfeafe
CLB044,Linux Users Group,FACULTY_COORDINATOR,Dr. Alisha Patel,alisha.patelCLB044.fac,alisha.patelCLB044.fac@college.edu,#7r7U4jmHh,$2b$12$W0t1uTANlJpYkXiNkqk9tevVmeqC0mjIzB7dL.sLc8kdOEayN/O3e
CLB045,Competitive Cybersecurity (CTF) Club,PRESIDENT,Varun Nayak,varun.nayakCLB045,varun.nayakCLB045@college.edu,MoX3iW3%nd,$2b$12$7Wk.7xzjq6anOSew8UG7KOu11J1rL7P5RMe11FuwwLOQF3rMZ3K..
CLB045,Competitive Cybersecurity (CTF) Club,VICE_PRESIDENT,Manoj Mehta,manoj.mehtaCLB045,manoj.mehtaCLB045@college.edu,rjAdH%ot2J,$2b$12$MsRhbg3BnisYdcII.72b4OqnU/pizgFKS.yrcpu/GA9vXGmImq6Ai
CLB045,Competitive Cybersecurity (CTF) Club,FACULTY_COORDINATOR,Prof. Sandeep Gupta,sandeep.guptaCLB045.fac,sandeep.guptaCLB045.fac@college.edu,AZWj5qt$yl,$2b$12$lmCkme6yaTuaLBK6A5Zr.OBlvj7Dk1j1qiyJybcR8IhggBA.8BMR.
CLB046,Edge Computing Club,PRESIDENT,Isha Khan,isha.khanCLB046,isha.khanCLB046@college.edu,k1fUIx12G$,$2b$12$I1ifrKImj2wJHUIr1PnhWuDuxMNV42msbVbG2kHy6J1DnOxLjaEri
CLB046,Edge Computing Club,VICE_PRESIDENT,Kavya Rao,kavya.raoCLB046,kavya.raoCLB046@college.edu,n9v36Ey%Zn,$2b$12$Wm/sQZiQ5/7Gzw9F1D56D.aViN7D6ybX3Buf0mwNRLJ4iPgXic..W
CLB046,Edge Computing Club,FACULTY_COORDINATOR,Prof. Myra Desai,myra.desaiCLB046.fac,myra.desaiCLB046.fac@college.edu,yhMP#D8IXs,$2b$12$BShdTs4wcahd3Af.WgYDvuMLeR9hZzZtNKSXqMiQ74kqE7MaWcTem
CLB047,GIS & Geospatial Tech Club,PRESIDENT,Rakesh Agarwal,rakesh.agarwalCLB047,rakesh.agarwalCLB047@college.edu,LBq@L7s3bJ,$2b$12$tRgSN4mq2WXuPyxA66mqKeZ.YUBFAWjiwJRaENiAWxpXl1WuqaLN2
CLB047,GIS & Geospatial Tech Club,VICE_PRESIDENT,Simran Bose,simran.boseCLB047,simran.boseCLB047@college.edu,P#FWrU05P9,$2b$12$vqrz3.J.aYlPO6xOdVet4ueMZ.PwLmxdsEIq5v2zktxaYK.U4oGUq
CLB047,GIS & Geospatial Tech Club,FACULTY_COORDINATOR,Dr. Aryan Khan,aryan.khanCLB047.fac,aryan.khanCLB047.fac@college.edu,c%08e1r20F,$2b$12$KZHC/sxu6ac62LtSAi2gye.5NrSPZ7ccVwMt3tdXip41oibK/fifW
CLB048,Smart Agriculture Tech Club,PRESIDENT,Aarav Bose,aarav.boseCLB048,aarav.boseCLB048@college.edu,$vaJ9FQIUb,$2b$12$5Ypd6kX.i3FYYTa7EMmkbuLoqBkY3HMcsjD9aWGNuvGQEiYMTUO5K
CLB048,Smart Agriculture Tech Club,VICE_PRESIDENT,Pooja Saxena,pooja.saxenaCLB048,pooja.saxenaCLB048@college.edu,mNf1Z!pHjH,$2b$12$LxTzJa8RSQGF2rPq6quzye9lsDR2X1gHZ/7tRTae9b6eoK0UsRKoG
CLB048,Smart Agriculture Tech Club,FACULTY_COORDINATOR,Dr. Vihaan Sinha,vihaan.sinhaCLB048.fac,vihaan.sinhaCLB048.fac@college.edu,P320Rf#2hS,$2b$12$06x/ZX6Oq7HeivM0XMEOZ.9ZsyW5DEAroEYjZ2aLdXde2yBP5hEbe
CLB049,Assistive Technology Club,PRESIDENT,Deepak Kapoor,deepak.kapoorCLB049,deepak.kapoorCLB049@college.edu,Sd!n85So34,$2b$12$RR7S9SBZd0lPDiR5JS0dke9nanOsJJc9d4QNXxR0Xd3zmLcaUXgAi
CLB049,Assistive Technology Club,VICE_PRESIDENT,Sai Thakur,sai.thakurCLB049,sai.thakurCLB049@college.edu,A00@T7z9Wg,$2b$12$4j2Veux53FzBaBUcvb9j8OQ8uHwZvSJHy45fHdOgshzQ5Kn4KJLvC
CLB049,Assistive Technology Club,FACULTY_COORDINATOR,Prof. Amit Bansal,amit.bansalCLB049.fac,amit.bansalCLB049.fac@college.edu,2MgBdwGVy!,$2b$12$QENS0TqEZL.H4YMbiCCnJuAEivYJd0vlzgJxytYYtfDz00A2X.I06
CLB050,Digital Twin & Simulation Club,PRESIDENT,Rohit Joshi,rohit.joshiCLB050,rohit.joshiCLB050@college.edu,ymf6QRL@RX,$2b$12$YLVr/zGkGx2PiAjW.UgCsuaUZa.cQkrAJVx.ClWCF4GpucI4UTFre
CLB050,Digital Twin & Simulation Club,VICE_PRESIDENT,Divya Pandey,divya.pandeyCLB050,divya.pandeyCLB050@college.edu,$a8zW2gxfu,$2b$12$zItdVUY7VyeLNZrjJsIW2uAWYq/qj6TPgitshvZ25l8ei2ITEU6Zq
CLB050,Digital Twin & Simulation Club,FACULTY_COORDINATOR,Prof. Kiara Chawla,kiara.chawlaCLB050.fac,kiara.chawlaCLB050.fac@college.edu,Gbw8N%gAof,$2b$12$TWQi/Da0p989BZdyx575TOwShG46CWP1sfipQst0jz.76W2j.3kOq
CLB051,Music Club,PRESIDENT,Vishal Iyer,vishal.iyerCLB051,vishal.iyerCLB051@college.edu,ijFrr@Ft6v,$2b$12$dUWjNjxQ5rm068IcdOfaV.T496RfLxhqHr7f23W0awKxMcTYj3Efa
CLB051,Music Club,VICE_PRESIDENT,Arun Das,arun.dasCLB051,arun.dasCLB051@college.edu,tgh7%NimDI,$2b$12$7GX/whUXeJ4.ptYTNnzmuebq5tOU65bPIVI/sw2KHpIZWEySZTwam
CLB051,Music Club,FACULTY_COORDINATOR,Prof. Tanvi Bhatt,tanvi.bhattCLB051.fac,tanvi.bhattCLB051.fac@college.edu,uNtMSm@9u8,$2b$12$z8WkL6r644hL2o5Rwof8beDMKNs1K3FyR3Jj6RQCsQWZ5XsUjBEF.
CLB052,Dance Club,PRESIDENT,Aryan Ghosh,aryan.ghoshCLB052,aryan.ghoshCLB052@college.edu,RsX8G8JU@b,$2b$12$UEy7RtRXwWSL5d7VCbK74OO/zKPIC5xrqQffHkO1P6xTFwqjijS9O
CLB052,Dance Club,VICE_PRESIDENT,Ira Kaur,ira.kaurCLB052,ira.kaurCLB052@college.edu,EB4QY@qTuj,$2b$12$nD2z179GZk0cWrfSkSte1egEltBWhDlz1m6tk5kpnOjO5fFh4ivgi
CLB052,Dance Club,FACULTY_COORDINATOR,Dr. Krishna Jain,krishna.jainCLB052.fac,krishna.jainCLB052.fac@college.edu,6fbXRMg5O%,$2b$12$fysgjpDV.ewNWxG2uBwrc./c.8X9FCs1caDpejQjAsndiZUTWJAxK
CLB053,Drama & Theatre Club,PRESIDENT,Reyansh Sharma,reyansh.sharmaCLB053,reyansh.sharmaCLB053@college.edu,XxsLD$Wz3R,$2b$12$PwfVbT2iwRij2WwwPeN0b.pyAxIfXPbcetw41ce/yOb8Lhkll/lfC
CLB053,Drama & Theatre Club,VICE_PRESIDENT,Reyansh Desai,reyansh.desaiCLB053,reyansh.desaiCLB053@college.edu,txD2n#DHvY,$2b$12$KCrxgxoaDpxSG4xP2AQ9dOwuqnIKgXkGHHfVh7F0Db.1MfgdDi8/C
CLB053,Drama & Theatre Club,FACULTY_COORDINATOR,Prof. Isha Kumar,isha.kumarCLB053.fac,isha.kumarCLB053.fac@college.edu,PBvRgz2Z!1,$2b$12$.yG6bVQ7sU.7noRH9fX2NuxEsq8rcOPzUeTZaIMxZTu61xtqMFKqS
CLB054,Literary Society,PRESIDENT,Rohit Malhotra,rohit.malhotraCLB054,rohit.malhotraCLB054@college.edu,ayG$nTn9ro,$2b$12$B6C90VOBEzDhGi55zjp1devPyDJGQkNwKgcuuWpEIv3Uy/Y9YgY/a
CLB054,Literary Society,VICE_PRESIDENT,Diya Mishra,diya.mishraCLB054,diya.mishraCLB054@college.edu,L#NV8pMzhy,$2b$12$GPgWa9k5nfsM1CCqGpxGre5vvNqToyKyNAWywewEloQNBhJ2mWT7a
CLB054,Literary Society,FACULTY_COORDINATOR,Prof. Vivaan Sinha,vivaan.sinhaCLB054.fac,vivaan.sinhaCLB054.fac@college.edu,SKjdl#h3Gx,$2b$12$5BGzaO74PXYsBK3eya7i1uvo7buVm.bFmgd/oAqiFV6huGvDryjRW
CLB055,Photography Club,PRESIDENT,Neha Kulkarni,neha.kulkarniCLB055,neha.kulkarniCLB055@college.edu,Tb5Fmi!09y,$2b$12$4HfWfl5XW44oiHX1WFLmPes1tvpMnxxtCEASmYIH9nJUj0RXu.6Ue
CLB055,Photography Club,VICE_PRESIDENT,Ishaan Malhotra,ishaan.malhotraCLB055,ishaan.malhotraCLB055@college.edu,WP1Yosfc%b,$2b$12$kfWBUA9fnfypKH6F16D5we32x2Yqx1q61VUkovF5ZGuCj3CJ/i7ka
CLB055,Photography Club,FACULTY_COORDINATOR,Dr. Sunita Pandey,sunita.pandeyCLB055.fac,sunita.pandeyCLB055.fac@college.edu,I0x4dSc%W0,$2b$12$6Uies4j9MdzfsLmBWyX6lejc5ZPb6/YJ.fYFGzV9fANsIQi/Yv1zW
CLB056,Debate Society,PRESIDENT,Anika Chawla,anika.chawlaCLB056,anika.chawlaCLB056@college.edu,3TOBGzN#9k,$2b$12$MYuQRPDbaSxir/mt7.xB3ODvm.kZepAe7varRqaba1tdSlBElzNc.
CLB056,Debate Society,VICE_PRESIDENT,Anjali Iyer,anjali.iyerCLB056,anjali.iyerCLB056@college.edu,8TsKT#s2rr,$2b$12$A6FAxfMB9K8BIZDo6EOklu2IpYp.bBzWpYezbn.483wJnUTNcUZ3e
CLB056,Debate Society,FACULTY_COORDINATOR,Prof. Vishal Mukherjee,vishal.mukherjeeCLB056.fac,vishal.mukherjeeCLB056.fac@college.edu,W1e@WuT3p1,$2b$12$Jg811mK.wBf.h9mmaGPGJeYKaAd2eyu0.CUpW0yZQkTsBzeZeyvOy
CLB057,Fine Arts Club,PRESIDENT,Arjun Iyer,arjun.iyerCLB057,arjun.iyerCLB057@college.edu,5OUf%aXp32,$2b$12$sUhmG2REKxVb16E78vbJeuPufbhzh4zv9.iAgOo2nsFwe/DXTVCze
CLB057,Fine Arts Club,VICE_PRESIDENT,Rajesh Yadav,rajesh.yadavCLB057,rajesh.yadavCLB057@college.edu,i5vK#K2PJi,$2b$12$KgPO5.oVkYI/hIP498Y5BuLZdxM.OTMylOXRwoiBy0sUvpQKfDdCK
CLB057,Fine Arts Club,FACULTY_COORDINATOR,Dr. Deepak Dutta,deepak.duttaCLB057.fac,deepak.duttaCLB057.fac@college.edu,$o6i4SOP0m,$2b$12$fHU.24m9b1krhoNX/Ww3juaXqC0HftnRw9k7UyqaRpzdeNSOcwb/e
CLB058,Culinary Club,PRESIDENT,Suresh Kapoor,suresh.kapoorCLB058,suresh.kapoorCLB058@college.edu,dEi@H0eoWL,$2b$12$fzmnRqPTOThbwDD6v5ah/.b2STwsw6Pxcng8KzMIxJKPmziTsF7iO
CLB058,Culinary Club,VICE_PRESIDENT,Rohit Pillai,rohit.pillaiCLB058,rohit.pillaiCLB058@college.edu,gZgPuc$3fU,$2b$12$YHpXqv6GtGdJHDcsPYjltuqvGpvb8lsFPRyE5HsLXd2DL/JM.J/xK
CLB058,Culinary Club,FACULTY_COORDINATOR,Prof. Siddharth Iyer,siddharth.iyerCLB058.fac,siddharth.iyerCLB058.fac@college.edu,Vw2UujT$On,$2b$12$snGoWwk3MNaAY/ouOeB3EeOUSbejiunw.Lt.EEOVZwj9IKFWRUQ7K
CLB059,Environmental Club,PRESIDENT,Dhruv Mishra,dhruv.mishraCLB059,dhruv.mishraCLB059@college.edu,SX9rMs8%UH,$2b$12$5UeqpNxsIgMMLBA0v5d4D.i1XWafLqhWhxcuducxbC3Ub8b24gjl2
CLB059,Environmental Club,VICE_PRESIDENT,Aryan Rao,aryan.raoCLB059,aryan.raoCLB059@college.edu,pFy@Fh0JuO,$2b$12$bPt/f6MF.RnOtqKXNae/5ehroTTC.NrwrS7IkYT3ck3uoYBEQSBwS
CLB059,Environmental Club,FACULTY_COORDINATOR,Prof. Ira Iyer,ira.iyerCLB059.fac,ira.iyerCLB059.fac@college.edu,XrL2bee$9L,$2b$12$GXdHX78.N5QcpSQ5VEckn.sJQjAXv8ZNSBDoBlOQmHE593ne6DMRm
CLB060,Yoga & Wellness Club,PRESIDENT,Siddharth Kaur,siddharth.kaurCLB060,siddharth.kaurCLB060@college.edu,2%WOQ1zLug,$2b$12$.ju.VX9WrPdxXWb5G2/8fOAlCh9QpoSW0wVsVS99xVQ5xnYvr5/8O
CLB060,Yoga & Wellness Club,VICE_PRESIDENT,Sai Chandra,sai.chandraCLB060,sai.chandraCLB060@college.edu,dV%QVQtDo9,$2b$12$p9Lfyjh84Jpfm1iR3ZJVO.N9XOZUMDVG6cczpZx/iJ6T3HwfpWu.W
CLB060,Yoga & Wellness Club,FACULTY_COORDINATOR,Prof. Meera Iyer,meera.iyerCLB060.fac,meera.iyerCLB060.fac@college.edu,xXr34@ViQq,$2b$12$iWKKyOSDxDnIy22PoJDvIupPR/pmrD0m2o36p4YWjusBtc9YPOnR2
CLB061,Film Making Club,PRESIDENT,Neha Saxena,neha.saxenaCLB061,neha.saxenaCLB061@college.edu,R2XgU5KF#l,$2b$12$TGkaB4ZtaePC8eKrBvlSjeH583qqXeQEJwkgt9y2L1DY0tQ9wvmiK
CLB061,Film Making Club,VICE_PRESIDENT,Pooja Dutta,pooja.duttaCLB061,pooja.duttaCLB061@college.edu,TPMJ2VeZ!6,$2b$12$b62emdYMaP6u38ljlMFi3.QYjDEGadfk3lZQ5L82ObvEqcb4m0CR.
CLB061,Film Making Club,FACULTY_COORDINATOR,Dr. Neha Jain,neha.jainCLB061.fac,neha.jainCLB061.fac@college.edu,@z9DZ0Hocq,$2b$12$D1DLB.ylHbtMHKsP4ehuKeF218b7kqatrMB5Ew38gjqOhXbtk1YJ6
CLB062,Fashion Club,PRESIDENT,Aarav Dutta,aarav.duttaCLB062,aarav.duttaCLB062@college.edu,FXmoX5H5%U,$2b$12$rsAY6uKWDHcTlNx45eSwXeFrlG1kV5KvH1p2U6wmAp85TNAOVW71.
CLB062,Fashion Club,VICE_PRESIDENT,Aadhya Kulkarni,aadhya.kulkarniCLB062,aadhya.kulkarniCLB062@college.edu,W0UQy2V#wa,$2b$12$E8/PXcmGYzkVXh59z90xKuKjTJa8cyzro06tN4hlML71UoktOiY2q
CLB062,Fashion Club,FACULTY_COORDINATOR,Dr. Sandeep Sinha,sandeep.sinhaCLB062.fac,sandeep.sinhaCLB062.fac@college.edu,A!1H5W6i2o,$2b$12$HMR0.u0cyjImZH/weyjgUekzhw0itI.Yb8wgDpJ.LYokuEpYFntcm
CLB063,Sports Club,PRESIDENT,Tanvi Mehta,tanvi.mehtaCLB063,tanvi.mehtaCLB063@college.edu,Ceu8rKoz6#,$2b$12$KbZgk1RX8.yAyX9Nt95o2uoLu3KbMitveUi2j9CvIsz6wtehenB02
CLB063,Sports Club,VICE_PRESIDENT,Siddharth Rao,siddharth.raoCLB063,siddharth.raoCLB063@college.edu,Dn#N8XCtd9,$2b$12$1gzoft627alBBM3h3w6iOuJVgW1kBr9Dw3Jzjgh6BtBxrKlv7yU46
CLB063,Sports Club,FACULTY_COORDINATOR,Prof. Riya Desai,riya.desaiCLB063.fac,riya.desaiCLB063.fac@college.edu,qGtcz#RdE3,$2b$12$I8GRbUmgObfL3QLwj.CyYurxxqqhypvWB59BqdI4/qyA7vQ368n2W
CLB064,Cricket Club,PRESIDENT,Reyansh Rao,reyansh.raoCLB064,reyansh.raoCLB064@college.edu,f6O#P8EgRL,$2b$12$CHxBFWnhwGH4hSgOQ9Cw9uc4Ia7eAM.Wxw37nQDvgeolZR3G112lK
CLB064,Cricket Club,VICE_PRESIDENT,Krishna Sharma,krishna.sharmaCLB064,krishna.sharmaCLB064@college.edu,178kD!ZkKd,$2b$12$CahJ30am9h0nI9ucSlzbxeI30Kt/cyIPShVuelfV1yf9DXDlD.TK2
CLB064,Cricket Club,FACULTY_COORDINATOR,Dr. Sunita Chatterjee,sunita.chatterjeeCLB064.fac,sunita.chatterjeeCLB064.fac@college.edu,4ijFcNNN4$,$2b$12$npF2w6GTRw1Q0ohkzJgPvuuUBdOkJ1mDGS2q76SmrWPD/O4IYHL0u
CLB065,Football Club,PRESIDENT,Rahul Rao,rahul.raoCLB065,rahul.raoCLB065@college.edu,FYEZa6#Iw6,$2b$12$q2WUnloVIFf3vuXa/wuW1uD0p7BVil.u6EwtzZzcMO/yKGY7rfnAW
CLB065,Football Club,VICE_PRESIDENT,Nikhil Chopra,nikhil.chopraCLB065,nikhil.chopraCLB065@college.edu,ZALXHEwz4!,$2b$12$zjB2bgHDhKZH6KQRsdFvku3XngaUCCoWM/gBErMPC4ItIBSnXFh66
CLB065,Football Club,FACULTY_COORDINATOR,Prof. Rohit Chandra,rohit.chandraCLB065.fac,rohit.chandraCLB065.fac@college.edu,l21h9Ywl7$,$2b$12$jGnAA/dgTUq4K4YwbYE3RekHPFHnIzsBByELqYb.CmyXP66vDqWma
CLB066,Basketball Club,PRESIDENT,Sunita Thakur,sunita.thakurCLB066,sunita.thakurCLB066@college.edu,oaCHbbE3%v,$2b$12$PMgH55CHmVgteQiPbvq3e.WrSjB3hJq/kfu.3MD7DlXGbsiYJh2Y6
CLB066,Basketball Club,VICE_PRESIDENT,Sneha Pillai,sneha.pillaiCLB066,sneha.pillaiCLB066@college.edu,2!Exe92s3H,$2b$12$ql4Ja5YEdnXuNsVagP7zqulMKveJlC6Nbu3yeI0zkA.EemW.KWgOC
CLB066,Basketball Club,FACULTY_COORDINATOR,Prof. Neha Gupta,neha.guptaCLB066.fac,neha.guptaCLB066.fac@college.edu,Z79JulS#T4,$2b$12$8szt8Oiil17mSou43ZyMh.6o/aOQ1LGgaxHCcgNRW5XZtzoi04J.6
CLB067,Chess Club,PRESIDENT,Arun Sharma,arun.sharmaCLB067,arun.sharmaCLB067@college.edu,6Z#9B9oNfO,$2b$12$4Tzld1AaX2VLC430bHN7m.sjn0O0WEnQHAbgdURHwD5Qnmcuml1/i
CLB067,Chess Club,VICE_PRESIDENT,Deepak Jain,deepak.jainCLB067,deepak.jainCLB067@college.edu,#1SnpFqCau,$2b$12$Yx59B6DBrAEZKLqfbqWn8uDy05gdwmr/h8RbtmPlpYwFiv0ST5NXi
CLB067,Chess Club,FACULTY_COORDINATOR,Prof. Geeta Jain,geeta.jainCLB067.fac,geeta.jainCLB067.fac@college.edu,24yFXIy$wn,$2b$12$r65GehUmG2voZuvY1LIkBuOPtpVOwjTsjRt8UhMzoeftgWHeOLu7.
CLB068,Quiz Club,PRESIDENT,Aryan Desai,aryan.desaiCLB068,aryan.desaiCLB068@college.edu,N1M%8x5fFv,$2b$12$.mFdKA7Nw2PJek9qcoZRN.G9Yq4bz64s50XrJgoudaHDpAtxNRCd2
CLB068,Quiz Club,VICE_PRESIDENT,Reyansh Patel,reyansh.patelCLB068,reyansh.patelCLB068@college.edu,@JSUDk3UA7,$2b$12$A7e6QuBktuIb3d0dYnHjcO2ojZZx89ZLhxK7flMC4YVSer5ohPria
CLB068,Quiz Club,FACULTY_COORDINATOR,Dr. Ananya Ghosh,ananya.ghoshCLB068.fac,ananya.ghoshCLB068.fac@college.edu,fQ5BbsE!0O,$2b$12$Fu/s5b5HGAKMH17pBwzzlueSPhw5CPo092FIISyrmYVKpFaGauvo6
CLB069,Entrepreneurship Cell,PRESIDENT,Sai Singh,sai.singhCLB069,sai.singhCLB069@college.edu,xPp4lP!4Iy,$2b$12$.KuqdY8YDDpcCdyzZj2CdOfbLaFowKsWCc98oaWgVgBZcm9EifwyW
